question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 46,"Os carrinhos de brinquedo podem ser de vários tipos. Dentre eles, há os movidos a corda, em que uma mola em seu interior é comprimida quando a criança puxa o carrinho para trás. Ao ser solto, o carrinho entra em movimento enquanto a mola volta à sua forma inicial. O processo de conversão de energia que ocorre no carrinho descrito também é verificado em",um dínamo.,um freio de automóvel.,um motor a combustão.,uma usina hidroelétrica.,uma atiradeira (estilingue).,2012,46,CN,E,portuguese
QUESTÃO 47,"Pesticidas são contaminantes ambientais altamente tóxicos aos seres vivos e, geralmente, com grande persistência ambiental. A busca por novas formas de eliminação dos pesticidas tem aumentado nos últimos anos, uma vez que as técnicas atuais são economicamente dispendiosas e paliativas. A biorremediação de pesticidas utilizando microrganismos tem se mostrado uma técnica muito promissora para essa finalidade, por apresentar vantagens econômicas e ambientais. Para ser utilizado nesta técnica promissora, um microrganismo deve ser capaz de",transferir o contaminante do solo para a água.,absorver o contaminante sem alterá-lo quimicamente.,apresentar alta taxa de mutação ao longo das gerações.,estimular o sistema imunológico do homem contra o contaminante.,"metabolizar o contaminante, liberando subprodutos menos tóxicos ou atóxicos.",2012,47,CN,E,portuguese
QUESTÃO 48,"Medidas de saneamento básico são fundamentais no processo de promoção de saúde e qualidade de vida da população. Muitas vezes, a falta de saneamento está relacionada com o aparecimento de várias doenças. Nesse contexto, um paciente dá entrada em um pronto atendimento relatando que há 30 dias teve contato com águas de enchente. Ainda informa que nesta localidade não há rede de esgoto e drenagem de águas pluviais e que a coleta de lixo é inadequada. Ele apresenta os seguintes sintomas: febre, dor de cabeça e dores musculares. Relaciona ndo os sintomas apresentados com as condições sanitárias da localidade, há indicações de que o paciente apresenta um caso de",difteria.,botulismo.,tuberculose.,leptospirose.,meningite meningocócica.,2012,48,CN,D,portuguese
QUESTÃO 49,"O rótulo de um desodorante aerossol informa ao consumidor que o produto possui em sua composição os gases isobutano, butano e propano, dentre outras substâncias. Além dessa informação, o rótulo traz, ainda, a inscrição “Não contém CFC”. As reações a seguir, que ocorrem na estratosfera, justificam a não utilização de CFC (clorofluorcarbono ou Freon) nesse desodorante:  I) CF2 Cℓ 2CF2 Cℓ + Cℓ  UV II) Cℓ  + O 3 O 2 + CℓO  •  • •  • Leitura da equação química : CF 2 Cℓ 2, na presença de radiação ultravioleta, formando radical CF2 Cℓ mais radical Cℓ. I) CF2 Cℓ 2CF2 Cℓ + Cℓ  UV II) Cℓ  + O 3 O 2 + CℓO  •  • •  • Leitura da equação química : radical Cℓ mais O 3, formando O2 mais radical CℓO. A preocupação com as possíveis ameaças à camada de ozônio (O3 ) baseia-se na sua principal função: proteger a matéria viva na Terra dos efeitos prejudiciais dos raios solares ultravioleta. A absorção da radiação ultravioleta pelo ozônio estratosférico é intensa o suficiente para eliminar boa parte da fração de ultravioleta que é prejudicial à vida. A finalidade da utilização dos gases isobutano, butano e propano neste aerossol é","substituir o CFC, pois não reagem com o ozônio, servindo como gases propelentes em aerossóis.","servir como propelentes, pois, como são muito reativos, capturam o Freon existente livre na atmosfera, impedindo a destruição do ozônio.","reagir com o ar, pois se decompõem espontaneamente em dióxido de carbono (CO 2) e água (H2O), que não atacam o ozônio.","impedir a destruição do ozônio pelo CFC, pois os hidrocarbonetos gasosos reagem com a radiação UV, liberando hidrogênio (H2), que reage com o oxigênio do ar (O2), formando água (H2O).","destruir o CFC, pois reagem com a radiação UV, liberando carbono (C), que reage com o oxigênio do ar (O2), formando dióxido de carbono (CO2), que é inofensivo para a camada de ozônio.",2012,49,CN,A,portuguese
QUESTÃO 50,"Para diminuir o acúmulo de lixo e o desperdício de materiais de valor econômico e, assim, reduzir a exploração de recursos naturais, adotou-se, em escala internacional, a política dos três erres: Redução, Reutilização e Reciclagem. Um exemplo de reciclagem é a utilização de",garrafas de vidro retornáveis para cerveja ou refrigerante.,latas de alumínio como material para fabricação de lingotes.,sacos plásticos de supermercado como acondicionantes de lixo caseiro.,embalagens plásticas vazias e limpas para acondicionar outros alimentos.,garrafas PET recortadas em tiras para fabricação de cerdas de vassouras.,2012,50,CN,B,portuguese
QUESTÃO 51,"Um dos problemas ambientais vivenciados pela agricultura hoje em dia é a compactação do solo, devida ao intenso tráfego de máquinas cada vez mais pesadas, reduzindo a produtividade das culturas. Uma das formas de prevenir o problema de compactação do solo é substituir os pneus dos tratores por pneus mais","largos, reduzindo a pressão sobre o solo.","estreitos, reduzindo a pressão sobre o solo.","largos, aumentando a pressão sobre o solo.","estreitos, aumentando a pressão sobre o solo.","altos, reduzindo a pressão sobre o solo.",2012,51,CN,A,portuguese
QUESTÃO 52,"O milho transgênico é produzido a partir da manipulação do milho original, com a transferência, para este, de um gene de interesse retirado de outro organismo de espécie diferente. A característica de interesse será manifestada em decorrência",do incremento do DNA a partir da duplicação do gene transferido.,da transcrição do RNA transportador a partir do gene transferido.,da expressão de proteínas sintetizadas a partir do DNA não hibridizado.,da síntese de carboidratos a partir da ativação do DNA do milho original.,da tradução do RNA mensageiro sintetizado a partir do DNA recombinan te.,2012,52,CN,E,portuguese
QUESTÃO 53,"Os metais puros, assim como suas ligas, mostram grande variedade de propriedades. Ligas são misturas de metais e outros elementos, preparadas para terem as propriedades desejadas. Como exemplo, temos as ligas de magnésio e alumínio, que são utilizadas em rodas de automóveis, por serem mais leves e resistentes que as rodas convencionais. Um outro exemplo são as ligas de alumínio, silício, cobre e magnésio, utilizadas em pistões de automóveis. Nas ligas citadas, os átomos unem-se por meio da ligação do tipo",iônica.,metálica.,covalente.,dipolo-dipolo.,de hidrogênio.,2012,53,CN,B,portuguese
QUESTÃO 54,"A eficiência das lâmpadas pode ser comparada utilizando a razão, considerada linear, entre a quantidade de luz produzida e o consumo. A quantidade de luz é medida pelo fluxo luminoso, cuja unidade é o lúmen (lm). O consumo está relacionado à potência elétrica da lâmpada que é medida em watt (W). Por exemplo, uma lâmpada incandescente de 40 W emite cerca de 600 lm, enquanto uma lâmpada fluorescente de 40 W emite cerca de 3 000 lm. A eficiência de uma lâmpada incandescente de 40 W é","maior que a de uma lâmpada fluorescente de 8 W, que produz menor quantidade de luz.","maior que a de uma lâmpada fluorescente de 40 W, que produz menor quantidade de luz.","menor que a de uma lâmpada fluorescente de 8 W, que produz a mesma quantidade de luz.","menor que a de uma lâmpada fluorescente de 40 W, pois consome maior quantidade de energia.","igual a de uma lâmpada fluorescente de 40 W, que consome a mesma quantidade de energia.",2012,54,CN,C,portuguese
QUESTÃO 55,"Não é de hoje que o homem cria, artificialmente, variedades de peixes por meio da hibridação. Esta é uma técnica muito usada pelos cientistas e pelos piscicultores porque os híbridos resultantes, em geral, apresentam maior valor comercial do que a média de ambas as espécies parentais, além de reduzir a sobrepesca no ambiente natural. Sem controle, esses animais podem invadir rios e lagos naturais, se reproduzir e",originar uma nova espécie poliploide.,substituir geneticamente a espécie natural.,ocupar o primeiro nível trófico no hábitat aquático.,impedir a interação biológica entre as espécies parentais.,produzir descendentes com o código genético modificado.,2012,55,CN,B,portuguese
