question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 46,"TEXTO 1  Quarto de despejo: diário de uma favelada  Carolina Maria de Jesus  Como é horrivel ver um filho comer e perguntar: “Tem mais?” Esta palavra “tem mais” fica oscilando dentro do cérebro de uma mãe que olha as panela e não tem mais.   TEXTO 2 A experiência de ver os filhos com fome na década de 1950, descrita por Carolina, é vivida no Brasil de 2021 por uma moradora de Petrolândia, em Pernambuco. “Eu trabalhava de ajudante de cabeleireira, mas a moça que tinha o salão fechou. Eu vinha me sustentando com o auxílio que tinha, mas agora eu não fui contemplada. Às vezes as pessoas me ajudam com alimentos para os meus filhos. De vez em quando, eu acho algum bico para fazer, mas é muito raro. Tem dias que não tenho nem o leite da minha bebê.”   Considerando a realidade brasileira, os textos se aproximam ao apresentarem uma reflexão sobre o(a)",recorrência da miséria.,planejamento da saúde.,superação da escassez.,constância da economia.,romantização da carência.,2023,46,CH,A,portuguese
QUESTÃO 47,"No sul da Bahia, desde o século 18, tem-se registros de um tipo de sistema agroflorestal. Até hoje, esse sistema é característica marcante da paisagem da região, conhecido como cabruca, que consiste no cultivo do cacau à sombra do dossel da floresta nativa. Esse sistema de cultivo do cacau (graças à tolerância da espécie à sombra) é considerado amigável para a vida silvestre, pois apresenta superioridade em termos de conservação da biodiversidade quando comparado com outras plantações tropicais (monoculturas de dendê, seringa ou café), agricultura ou pastagens.  A prática produtiva apresentada é um exemplo de",difusão comercial de lavouras temporárias.,utilização sustentável dos recursos naturais.,ampliação tecnológica da pecuária intensiva.,padronização alimentar dos povos tradicionais.,modernização logística de plantios convencionais.,2023,47,CH,B,portuguese
QUESTÃO 48,"O moleque Ricardo José Lins do Rêgo  O masseiro, a mulher, e quatro filhos, dormindo numa tapera de quatro paredes de caixão, coberta de zinco. A água do mangue, na maré cheia, ia dentro de casa. Os maruins de noite encalombavam o corpo dos meninos. O mangue tinha ocasião que fedia, e os urubus faziam ponto por ali atrás dos petiscos. Perto da rua lavavam couro de boi, pele de bode para o curtume de um espanhol. Morria peixe envenenado, e quando a maré secava, os urubus enchiam o papo, ciscavam a lama, passeando banzeiros pelas biqueiras dos mocambos no Recife.  A aglomeração urbana representada no texto resulta em",conservação do meio rural.,crescimento da vegetação ciliar.,interferência do espaço geográfico.,equilíbrio do ambiente das cidades.,controle da proliferação dos animais.,2023,48,CH,C,portuguese
QUESTÃO 49,"Elas foram as pioneiras dos direitos das mulheres no Afeganistão. Defensoras ferrenhas da lei, buscaram justiça para os mais marginalizados. Mas, agora, mais de 220 juízas afegãs estão escondidas por medo de retaliação sob o regime do Talibã. Uma delas condenou centenas de homens por violência contra as mulheres, incluindo estupro, assassinato e tortura. Mas poucos dias depois que o Talibã assumiu o controle de sua cidade e milhares de criminosos condenados foram libertados da prisão, as ameaças de morte começaram. O país sempre foi considerado um dos lugares mais difíceis e perigosos do mundo para as mulheres. De acordo com estudos de organizações não governamentais, cerca de 87 por cento das mulheres e meninas serão vítimas de abuso durante a vida.  O texto evidencia situação representativa de",afronta às estruturas sociais.,desprezo aos valores religiosos.,transgressão às normas morais.,desrespeito à dignidade humana.,oposição aos princípios hierárquicos.,2023,49,CH,D,portuguese
QUESTÃO 50,"Enormes alto-falantes sul-coreanos instalados na fronteira com o Norte costumavam transmitir desde canções em estilo K-pop (como é chamado o pop sul-coreano) até boletins climáticos e noticiário crítico ao vizinho comunista. O Norte costuma praticar atividade semelhante, transmitindo por seus alto-falantes discursos críticos a Seul e aliados. Durante os anos 1980, o governo sul-coreano construiu um mastro de 97 metros de altura para hastear sua bandeira no povoado de Daesong-dong, na fronteira com o Norte. O Norte respondeu com a construção de um mastro ainda mais alto (160 metros ) na cidade fronteiriça de Gijung-dong. “Essas demonstrações são uma válvula de escape competitiva e importante entre os dois lados, fora de um possível conflito militar”, diz o analista Ankit Panda.  Os atos de competição citados têm suas origens históricas vinculadas a um contexto de",domínio cultural-identitário de atores sociais.,disputas étnico-raciais de povos tradicionais.,divergências político-ideológicas de agentes estatais.,imposição econômico-financeira de empresas privadas.,protestos ecológico-sustentáveis de entidades ambientais.,2023,50,CH,C,portuguese
QUESTÃO 51,"Estudos interdisciplinares ampliam conhecimento sobre chinesice no barroco mineiro Seda, madeiras aromáticas e têxteis, obras de arte, lã, cristais e muitas, muitas peças de porcelana chegaram ao Brasil ao longo dos séculos 17 e 18. A opulência proporcionada pelo ouro fez com que esses itens fossem ainda mais presentes em cidades mineiras como Ouro Preto, Mariana e Sabará. Esses objetos inspiraram a criação das chinesices, termo que designa um tipo de arte que evoca motivos chineses, presentes em várias igrejas barrocas de Minas Gerais. No Brasil, é bem provável que a inspiração para as pinturas nas igrejas barrocas com pássaros, elefantes, tigres, mandarins e pagodes tenha sido tirada de gravuras, tecidos, móveis e, principalmente, das porcelanas chinesas que circulavam livremente em uma sociedade enriquecida pelo comércio do ouro e pedras preciosas.  O desenvolvimento do processo artístico descrito no texto foi possível pelo(a)",representação arquitetônica.,intercâmbio transcontinental.,dependência econômica.,intervenção estatal.,padrão estético.,2023,51,CH,B,portuguese
QUESTÃO 52,"Txai Suruí, liderança da Juventude Indígena, profere seu discurso na abertura da COP-26  “O clima está esquentando, os animais estão desaparecendo, os rios estão morrendo e nossas plantações não florescem como no passado. A Terra está falando: ela nos diz que não temos mais tempo.”  O discurso da líder indígena explicita um problema global relacionado ao(à)",manejo tradicional.,reciclagem residual.,consumo consciente.,exploração predatória.,reaproveitamento energético.,2023,52,CH,D,portuguese
QUESTÃO 53,"Descrição da fotografia : Museu de Arte de São Paulo (Masp) com imponente fachada de linhas retas no estilo arquitetônico modernista; em frente ao museu, há pessoas caminhando na calçada. (Fim da descrição)   Nas reportagens publicadas sobre a inauguração do Museu de Arte de São Paulo, em 1947, quando ele ainda ocupava um edifício na rua Sete de Abril, Lina Bo Bardi não foi mencionada nenhuma vez. A arquiteta era responsável pelo projeto do museu que mudaria para sempre a posição de São Paulo no circuito mundial das artes. Mas não houve nenhum registro disso. O louvor se concentrou em seu marido e parceiro profissional, o respeitado crítico de arte Pietro Maria Bardi. Passados 75 anos, a mulher então ignorada recebeu um Leão de Ouro póstumo, a maior homenagem da Bienal de Arquitetura de Veneza, e tem agora sua história contada em duas biografias de peso, que procuram destrinchar uma carreira marcada pela ousadia e pela contradição.   As transformações pelas quais passaram as sociedades ocidentais, e que possibilitaram o reconhecimento recente do trabalho da arquiteta mencionada no texto, foram resultado das mobilizações sociais pela",equidade de gênero.,liberdade de expressão.,admissibilidade de voto.,igualdade de oportunidade., reciprocidade de tratamento.,2023,53,CH,A,portuguese
QUESTÃO 54,"Descrição da fotografia : Tecido bordado em linhas coloridas com a estampa de uma senhora no centro da imagem. A estampa está rodeada pelo desenho de um recorte espacial do Sertão e, abaixo, no tecido, está escrita a seguinte definição: “Sertão é a avó bordando caminhos com linhas coloridas”. (Fim da descrição)   Legenda: Fotografia da avó bordada  A definição de Sertão descrita no bordado associa esse recorte espacial a",percursos e roteiros turísticos.,trajetos e movimentos holísticos.,vivências e itinerários socioafetivos.,fronteiras e demarcações territoriais.,profissões e interesses econômicos.,2023,54,CH,C,portuguese
QUESTÃO 55,"Novo Correio de Modas, 1853   Felizes tempos eram esses! As moças iam à missa de madrugada. De dia ninguém as via e se alguma, em dia de festa, queria passear com a avó ou a tia, havia de ir de cadeirinhas. Bem razão têm os nossos velhos de chorar por esses tempos, em que as filhas não sabiam escrever, e por isso não mandavam nem recebiam bilhetinhos.  Na perspectiva do au tor, as tradições e os costumes sociofamiliares sofreram alterações, no século 19, decorrentes de quais fatores?",Hábitos de leitura e mobilidade regional.,Circulação de impressos e trânsito religioso.,Valorização da língua e imigração estrangeira.,Práticas de letramento e transformação cultural.,Flexibilização do ensino e reformismo pedagógico.,2023,55,CH,D,portuguese
