question,body,A,B,C,D,E,year,question_number,test,answer,language
QUESTÃO 91,"O protozoário Trypanosoma cruzi , causador da doença de Chagas, pode ser a nova arma da medicina contra o câncer. Pesquisadores brasileiros conseguiram criar uma vacina contra a doença usando uma variação do protozoário incapaz de desencadear a patologia (não patogênico). Para isso, realizaram uma modificação genética criando um T. cruzi capaz de produzir também moléculas fabricadas pelas células tumorais. Quando o organismo inicia o combate ao protozoário, entra em contato também com a molécula tumoral, que passa a ser vista também pelo sistema imune como um indicador de células do protozoário. Depois de induzidas as defesas, estas passam a destruir todas as células com a molécula tumoral, como se lutassem apenas contra o protozoário . Qual o mecanismo utilizado no experimento para enganar as células de defesa, fazendo com que ataquem o tumor?",Autoimunidade.,Hipersensibilidade.,Ativação da resposta inata.,Apresentação de antígeno específico.,Desencadeamento de processo anti-inflamatório.,2022,91,CN,D,portuguese
QUESTÃO 92,"O sinal sonoro oriundo da queda de um grande bloco de gelo de uma geleira é detectado por dois dispositivos situados em um barco, sendo que o detector A está imerso em água e o B, na proa da embarcação. Sabe-se que a velocidade do som na água é de 1 540 metros por segundo e no ar é de 340 metros por segundo . Descrição da ilustração: Uma embarcação com o detector A, que está imerso em água e suspenso por um cabo ligado ao barco, e o detector B, posicionado sobre a parte da frente da embarcação. Os detectores A e B estão ao longo da mesma linha vertical, que é perpendicular à linha que indica a distância L entre a embarcação e o bloco de gelo. Os gráficos indicam, em tempo real, o sinal sonoro detectado pelos dois dispositivos, os quais foram ligados simultaneamente em um instante anterior à queda do bloco de gelo. Ao comparar pontos correspondentes desse sinal em cada dispositivo, é possível obter informações sobre a onda sonora. Descrição do Gráfico A: O eixo horizontal indica o tempo, em segundo, de 208 a 244. O eixo vertical indica a intensidade do sinal, sem valores. O sinal tem uma forma oscilante apresentando 5 picos e 5 vales no intervalo de tempo entre 208 e 226 segundos. O terceiro vale corresponde ao tempo de 220 segundos. Descrição do Gráfico B: O eixo horizontal indica o tempo, em segundo, de 208 a 244. O eixo vertical indica a intensidade do sinal, sem valores. O sinal tem uma forma oscilante apresentando 5 picos e 5 vales no intervalo de tempo entre 220 e 238 segundos. O terceiro vale corresponde ao tempo de 232 segundos. Sinal Sinal A distância L, em metro, entre o barco e a geleira é mais próxima de",339 000.,78 900.,14 400.,5 240.,100.,2022,92,CN,D,portuguese
QUESTÃO 93,"Brasileiro inventor de, abre aspas, luz engarrafada, fecha aspas, tem ideia espalhada pelo mundo Em 2002, um mecânico da cidade mineira de Uberaba (MG) teve uma ideia para economizar o consumo de energia elétrica e iluminar a própria casa num dia de sol. Para isso, ele utilizou garrafas plásticas PET com água e cloro, conforme ilustram as figuras. Cada garrafa foi fixada ao telhado de sua casa em um buraco com diâmetro igual ao da garrafa, muito maior que o comprimento de onda da luz. Nos últimos dois anos, sua ideia já alcançou diversas partes do mundo e deve atingir a marca de 1 milhão de casas utilizando a , abre aspas, luz engarrafada, fecha aspas. Descrição da imagem: Duas fotografias dispostas lado a lado. A da esquerda destaca uma garrafa PET com água emitindo luz. A da direita mostra várias garrafas fixadas no teto iluminando o ambiente fechado, onde se encontra um homem sentado. Que fenômeno óptico explica o funcionamento da, abre aspas, luz engarrafada , fecha aspas?",Difração.,Absorção.,Polarização.,Reflexão.,Refração.,2022,93,CN,E,portuguese
QUESTÃO 94,"Química orgânica De modo geral, a palavra, abre aspas, aromático, fecha aspas, invoca associações agradáveis, como cheiro de café fresco ou de um pão doce de canela. Associações similares ocorriam no passado da história da química orgânica, quando os compostos ditos, abre aspas, aromáticos, fecha aspas, apresentavam um odor agradável e foram isolados de óleos naturais. À medida que as estruturas desses compostos eram elucidadas, foi se descobrindo que vários deles continham uma unidade estrutural específica. Os compostos aromáticos que continham essa unidade estrutural tornaram-se parte de uma grande família, muito mais com base em suas estruturas eletrônicas do que nos seus cheiros, como as substâncias a seguir, encontradas em óleos vegetais. Descrição das estruturas químicas: Benzaldeído (no óleo de amêndoas): Anel aromático com o grupo C ligação dupla O, ligação simples H. Salicilato de metila (no óleo de gaultéria): Anel aromático com dois grupos: Primeiro grupo: C ligação dupla O, ligação simples O, ligação simples CH 3 ; Segundo grupo: ligação simples OH. Anetol (no óleo de anis): Anel aromático com dois grupos: Primeiro grupo: O ligação simples CH 3; Segundo grupo: C ligação dupla C, ligação simples CH 3. Vanilina (no óleo de baunilha): Anel aromático com três grupos: Primeiro grupo: C ligação dupla O, ligação simples H; Segundo grupo: O ligação simples CH 3 ; Terceiro grupo: ligação simples OH. Eugenol (no óleo de cravos): Anel aromático com três grupos: Primeiro grupo: CH2 ligação simples CH, ligação dupla CH2 ; Segundo grupo: O ligação simples CH 3 ; Terceiro grupo: ligação simples OH. Cinamaldeído (no óleo de canela): Anel aromático com o grupo CH ligação dupla CH, ligação simples C, ligação dupla O ligação simples H.  A característica estrutural dessa família de compostos é a presença de",ramificações.,insaturações.,anel benzênico.,átomos de oxigênio.,carbonos assimétricos.,2022,94,CN,C,portuguese
QUESTÃO 95,"Estudo confirma eficácia do Método Wolbachia para dengue Os resultados de um ensaio clínico randomizado na Indonésia apontaram uma redução de 77 por cento dos casos de dengue nas áreas que receberam o mosquito Aedes aegypti infectado com a bactéria Wolbachia . Trata-se da mesma técnica utilizada no Brasil pelo Método Wolbachia, iniciativa conduzida pela Fundação Oswaldo Cruz — Fiocruz. Essa bactéria induz a redução da carga viral no mosquito e, consequentemente, o número de casos de dengue na área, sendo repassada por meio do cruzamento entre os insetos. Como essa bactéria é um organismo intracelular e o vírus também precisa entrar nas células para se reproduzir, ambos necessitarão de recursos comuns. Essa tecnologia utilizada no combate à dengue consiste na",predação do vírus pela bactéria.,esterilização de mosquitos infectados.,alteração no genótipo do mosquito pela bactéria.,competição do vírus e da bactéria no hospedeiro.,inserção de material genético do vírus na bactéria.,2022,95,CN,D,portuguese
QUESTÃO 96,"A água bruta coletada de mananciais apresenta alto índice de sólidos suspensos, o que a deixa com um aspecto turvo. Para se obter uma água límpida e potável, ela deve passar por um processo de purificação numa estação de tratamento de água. Nesse processo, as principais etapas são, nesta ordem: coagulação, decantação, filtração, desinfecção e fluoretação. Qual é a etapa de retirada de grande parte desses sólidos?",Coagulação.,Decantação.,Filtração.,Desinfecção.,Fluoretação.,2022,96,CN,B,portuguese
QUESTÃO 97,"Vida: a ciência da biologia Os ursos, por não apresentarem uma hibernação verdadeira, acordam por causa da presença de termogenina, uma proteína mitocondrial que impede a chegada dos prótons até a ATP sintetase, gerando calor. Esse calor é importante para aquecer o organismo, permitindo seu despertar. Em qual etapa do metabolismo energético celular a termogenina interfere?",Glicólise.,Fermentação lática.,Ciclo do ácido cítrico.,Oxidação do piruvato.,Fosforilação oxidativa.,2022,97,CN,E,portuguese
QUESTÃO 98,"A fim de classificar as melhores rotas em um aplicativo de trânsito, um pesquisador propõe um modelo com base em circuitos elétricos. Nesse modelo, a corrente representa o número de carros que passam por um ponto da pista no intervalo de 1 segundo. A diferença de potencial (d.d.p.) corresponde à quantidade de energia por carro necessária para o deslocamento de 1 metro. De forma análoga à lei de Ohm, cada via é classificada pela sua resistência, sendo a de maior resistência a mais congestionada. O aplicativo mostra as rotas em ordem crescente, ou seja, da rota de menor para a de maior resistência. Como teste para o sistema, são utilizadas três possíveis vias para uma viagem de A até B, com os valores de d.d.p. e corrente conforme a tabela. Descrição da tabela: Dados em três colunas. A primeira coluna indica as rotas. A segunda coluna indica a ddp, com unidade em joule por carro por metro. A terceira coluna indica a corrente, com unidade carro por segundo. Rota 1: ddp 510 e corrente 4. Rota 2: ddp 608 e corrente 4. Rota 3: ddp 575 e corrente 3.   Nesse teste, a ordenação das rotas indicadas pelo aplicativo será:","1, 2, 3.","1, 3, 2.","2, 1, 3.","3, 1, 2.","3, 2, 1.",2022,98,CN,A,portuguese
QUESTÃO 99,"O esquema representa o ciclo do nitrogênio: Descrição da imagem: Esquema com decompositores, um coelho e duas plantas (com foco na parte aérea e subterrânea delas). De uma planta, partem duas setas, uma para o coelho e outra para os decompositores (fungos e bactérias aeróbicas e anaeróbicas). Do coelho, também parte uma seta para esses mesmos decompositores. De decompositores, parte uma seta para amônia (NH3) e amônio (NH4 de carga positiva). As bactérias nitrificantes fazem a nitrificação da amônia e amônio com uma seta que vai para nitritos (NO2 de carga negativa). As bactérias nitrificantes transformam nitritos em nitratos (NO 3 de carga negativa). Dos nitratos, partem duas setas, uma que indica assimilação pelas plantas e outra que indica bactérias desnitrificantes. Das bactérias desnitrificantes, a seta continua para o ar e retorna ao ciclo para bactérias fixadoras de N 2, nos nódulos das raízes de leguminosas. Dessas mesmas bactérias, uma seta indica que elas farão, no solo, a amonificação, seguindo a seta para amônia (NH3) e amônio (NH4 de carga positiva), fechando o ciclo.  A chuva ácida interfere no ciclo do nitrogênio, principalmente, por proporcionar uma diminuição do pH do solo e da atmosfera, alterando a concentração dos compostos presentes nesse ciclo. Em um solo de menor pH, será favorecida a formação de:",N2,NH3,NH4 de carga positiva,NO2 de carga negativa,NO3 de carga negativa,2022,99,CN,C,portuguese
QUESTÃO 100,"No processo de captação da luz pelo olho para a formação de imagens estão envolvidas duas estruturas celulares: os cones e os bastonetes. Os cones são sensíveis à energia dos fótons, e os bastonetes, à quantidade de fótons incidentes. A energia dos fótons que compõem os raios luminosos está associada à sua frequência, e a intensidade, ao número de fótons incidentes. Um animal que tem bastonetes mais sensíveis irá",apresentar daltonismo.,perceber cores fora do espectro do visível.,enxergar bem em ambientes mal iluminados.,necessitar de mais luminosidade para enxergar.,fazer uma pequena distinção de cores em ambientes iluminados.,2022,100,CN,C,portuguese
